Employee Markme,Product,Quantity
Mark,PAN MACMILLAN,0
JEFFREY ARCHER,PAN MACMILLAN,0
JEFFREY ARCHER,PAN MACMILLAN,0
JEFFREY  ARCHER,PAN MACMILLAN,0
Mark,PAN MACMILLAN,0
DAVID BALDACCI,PAN MACMILLAN,0
David Baldacci,PAN MACMILLAN,0
Mark,PAN MACMILLAN,0
David Baldacci,PAN MACMILLAN,0
Mark,PAN MACMILLAN,0
Mark,PAN MACMILLAN,0
JEFFREY ARCHER,PAN MACMILLAN,1
Mark,PAN MACMILLAN,0
DANIELLE STEEL,PAN MACMILLAN,0
DANIELLE STEEL,PAN MACMILLAN,0
DANIELLE STEEL,PAN MACMILLAN,0
DANIELLE STEEL,PAN MACMILLAN,0
DANIELLE STEEL,PAN MACMILLAN,1
DANIELE STEEL,PAN MACMILLAN,1
JEFFERY ARCHER,PAN MACMILLAN,0
DAVID BALDACCI,PAN MACMILLAN,0
JEFFREY ARCHER,PAN MACMILLAN,0
David Baldacci,PAN MACMILLAN,0
JULES VERNE,PAN MACMILLAN,1
DAVID DESTENO,PAN MACMILLAN,0
D. BALADACCI,PAN MACMILLAN,0
JEFFREY ARCHER,PAN MACMILLAN,0
MEG CABOT,PAN MACMILLAN,0
Mark,PAN MACMILLAN,0
Mark,PAN MACMILLAN,0
RAMCHANDRA GUHA,PAN MACMILLAN,1
COLLEGE BOARD,PAN MACMILLAN,0
GERONIMO STILTON,PAN MACMILLAN,0
V.S. MarkIPAUL,PAN MACMILLAN,0
JOHN ZUBRZYCKI,PAN MACMILLAN,0
AROON RAMAN,PAN MACMILLAN,0
Mark,PAN MACMILLAN,0
NELSON MANDELA,PAN MACMILLAN,0
DAVID BALDACCI,PAN MACMILLAN,0
Robin Cook,PAN MACMILLAN,0
Mark,PANKAJ,0
JEFFREY ARCHER,PANKAJ BOOKS,2
Mark,PANKAJ PUBLICATIONS,0
SUE GRAFTON,PANMACMILLIAN,0
JEFFREY ARCHER,PANMACMILLIAN,0
O.C.HANDA,PANTAGON,0
PARR,Paragon,0
Paragon,Paragon,0
"""Che"" Guevara",Paragon,0
Mark,Paragon,0
Mark,Paragon,0
Mark,Paragon,0
Mark,Parmeshwari Prakashan,0
Mark,PARRAGON BOOKS,0
PARRAGON,PARRAGON BOOKS,0
Mark,PARRAGON BOOKS,0
Mark,PARRAGON BOOKS,0
Mark,PARRAGON BOOKS,0
Mark,PARRAGON BOOKS,0
Mark,PARRAGON BOOKS,0
Mark,PARRAGON BOOKS,0
Mistry Rohinton,PARRAGON BOOKS,1
,PARRAGON BOOKS,1
,PARRAGON BOOKS,0
Mark,PARRAGON BOOKS,0
Mark,PARRAGON BOOKS,0
Mark,PARRAGON BOOKS,0
Mark,PARRAGON BOOKS,0
AYN  RAND,PARRAGON BOOKS,2
AYN RAND,PARRAGON BOOKS,0
Mark,PARRAGON BOOKS,0
RUSKIN BOND,PARRAGON BOOKS,0
RUSKIN BOND,PARRAGON BOOKS,0
RUSKIN BOND,PARRAGON BOOKS,0
Bond Ruskin (Ed),PARRAGON BOOKS,0
Markbokov Vladimir,PARRAGON BOOKS,0
RICK RIORDAN,PARRAGON BOOKS,1
Steven D Levitt,PARRAGON BOOKS,0
THOMAS L. FRIEDMAN,PARRAGON BOOKS,1
Markrayan R K,PARRAGON BOOKS,0
Moliere,PARRAGON BOOKS,0
Markrayan R K,PARRAGON BOOKS,0
De Shobhaa,PARRAGON BOOKS,0
De Shobhaa,PARRAGON BOOKS,0
Kumar Arun,PARRAGON BOOKS,0
KHUSHWANT SINGH,PARRAGON BOOKS,0
WILLIAM DALRYMPLE,PARRAGON BOOKS,0
WILLIAM DALRYMPLE,PARRAGON BOOKS,0
Gandhi Maneka,PARRAGON BOOKS,0
Chughtai Ismat,PARRAGON BOOKS,0
Banker Ashok K,PARRAGON BOOKS,0
WILLIAM DALRYMPLE,PARRAGON BOOKS,2
Mark,PARRAGON BOOKS,0
Mark,PARRAGON BOOKS,0
Mark,PARRAGON BOOKS,0
Mark,PARRAGON BOOKS,0
PARRAGON,PARRAGON BOOKS,2
Mark,PARRAGON BOOKS,0
Mark,PARRAGON BOOKS,0
Mark,PARRAGON BOOKS,0
Mark,PARRAGON BOOKS,0
PARRAGON,PARRAGON BOOKS,0
PARRAGON,PARRAGON BOOKS,0
Mark,PARRAGON BOOKS,0
PARRAGON,PARRAGON BOOKS,0
Mark,PARRAGON BOOKS,0
PARRAGON,PARRAGON BOOKS,0
Mark,PARRAGON BOOKS,0
Mark,PARRAGON BOOKS,1
NILL,PARRAGON BOOKS,0
DISNEY,PARRAGON BOOKS,0
PARRAGON,PARRAGON BOOKS,0
PARRAGON,PARRAGON BOOKS,0
PARRAGON,PARRAGON BOOKS,0
PARRAON,PARRAGON BOOKS,0
PARRAGON,PARRAGON BOOKS,0
PARRAGON,PARRAGON BOOKS,0
DISNEY,PARRAGON BOOKS,0
DISNEY,PARRAGON BOOKS,0
DISNEY,PARRAGON BOOKS,0
DIDNEY,PARRAGON BOOKS,0
DISNEY,PARRAGON BOOKS,0
DISNEY,PARRAGON BOOKS,0
NILL,PATHFINDER PUBLICATION,0
PRAMarkV KUMAR,PATHFINDER PUBLICATION,2
PRAMarkV KUMAR,PATHFINDER PUBLICATION,0
PRAMarkV KUMAR,PATHFINDER PUBLICATION,0
AJAY KUMAR,PATHFINDER PUBLICATION,0
pbd,PBD,0
Dr GANESH MarkARAYAN CHAUHAN,PBD,5
SANJEEV KAPOOR,PBD,0
Mark,PEACOCK BOOKS,1
SANJAY MISHRA,PEARSON,2
AP BHARDWAJ,PEARSON,1
A.P. BHARDWAJ,PEARSON,0
A.P.BHARDWAJ,PEARSON,4
JOCHEN SCHILER,PEARSON,0
SINGH,PEARSON,2
SINGH,PEARSON,1
BHUSHAN,PEARSON,0
Mark,PEARSON,1
Mark,PEARSON,1
UPINDER SINGH,PEARSON,0
Mark,PEARSON,0
K RAMA RAO,PEARSON,0
Mark,PEARSON,0
THORPE,PEARSON EDUCATION,0
THORPE,PEARSON EDUCATION,0
ATUL,PEARSON EDUCATION,0
TRISHMark,PEARSON EDUCATION,0
.,PEARSON EDUCATION,0
.,PEARSON EDUCATION,0
Mark,PEARSON EDUCATION,0
Mark,PEARSON EDUCATION,8
SINHA,PEARSON EDUCATION,1
UPINDER SINGH,PEARSON EDUCATION,1
.,PEARSON EDUCATION,0
PEARSON,PEARSON EDUCATION,1
EDGAR THORPE & SHOWICK THORPE,PEARSON EDUCATION,4
Mark,PEARSON EDUCATION,0
.,PEARSON EDUCATION,10
-,PEARSON EDUCATION,1
Mark,PEARSON EDUCATION,1
Mark,PEARSON EDUCATION,0
Mark,PEARSON EDUCATION,0
Mark,PEARSON EDUCATION,5
Mark,PEARSON EDUCATION,0
Mark,PEARSON EDUCATION,0
Mark,PEARSON EDUCATION,0
Mark,PEARSON EDUCATION,2
THORPE,PEARSON EDUCATION,0
A.P.BHARDWAJ,PEARSON EDUCATION,1
Mark,PEARSON EDUCATION,7
Mark,PEARSON EDUCATION,4
Mark,PEARSON EDUCATION,1
Mark,PEARSON EDUCATION,2
Mark,PEARSON EDUCATION,7
Mark,PEARSON EDUCATION,2
Mark,PEARSON EDUCATION,0
Mark,PEARSON EDUCATION,4
Mark,PEARSON EDUCATION,4
Mark,PEARSON EDUCATION,1
Mark,PEARSON EDUCATION,1
Mark,PEARSON EDUCATION,7
TRISHMarkS,PEARSON EDUCATION,1
TRISHMarkS,PEARSON EDUCATION,1
TRISHMarkS,PEARSON EDUCATION,2
TRISHMarkS,PEARSON EDUCATION,2
TRISHMarkS,PEARSON EDUCATION,2
TRISHMarkS,PEARSON EDUCATION,2
TRISHMarkS,PEARSON EDUCATION,2
TRISHMarkS,PEARSON EDUCATION,2
TRISHMarkS,PEARSON EDUCATION,2
TRISHMarkS,PEARSON EDUCATION,2
TRISHMarkS,PEARSON EDUCATION,1
TRISHMarkS,PEARSON EDUCATION,1
TRISHMarkS,PEARSON EDUCATION,1
TRISHMarkS,PEARSON EDUCATION,1
Mark,PEARSON EDUCATION,4
SHILVANT,PEARSON EDUCATION,0
ISS RAJU,PEARSON EDUCATION,0
SINHA,PEARSON EDUCATION,1
KUMAR ET AL,PEARSON EDUCATION,1
TRISHMark,PEARSON EDUCATION,1
TRISHMark,PEARSON EDUCATION,0
TRISHMark,PEARSON EDUCATION,10
TRISHMark,PEARSON EDUCATION,10
TRISHMark,PEARSON EDUCATION,10
DUENORTH,PEARSON EDUCATION,1
Mark,PEARSON EDUCATION,1
A.K.SINGHAL,PEARSON EDUCATION,0
THORPE,PEARSON EDUCATION,2
ANSHU BALA,PEARSON EDUCATION,10
Mark,PEARSON EDUCATION,1
Mark,PEARSON EDUCATION,1
THORPE,PEARSON EDUCATION,0
KVS MADAAN,PEARSON EDUCATION,4
Mark,PEARSON EDUCATION,0
Mark,PEARSON EDUCATION,1
Mark,PEARSON EDUCATION,1
VIKASH TIWARI,PEARSON EDUCATION,0
SINGH N K,PEARSON EDUCATION,1
Mark,PEARSON EDUCATION,1
SINHA,PEARSON EDUCATION,2
VIJAY R,PEARSON EDUCATION,0
SETHI,PEARSON EDUCATION,0
.,PEARSON EDUCATION,10
FRED,PEN & SWORD,0
Mark,PEN & SWORD,0
Markrayan R  K,PENG TCC CLASSICS,1
JOHN GREEN,Penguin,1
ERIC BERNE,Penguin,0
FREDERIC GRARE,Penguin,0
ENID BLYTON,Penguin,2
-,PENGUIN BOOKS,0
KHUSHWANT SINGH,PENGUIN BOOKS,0
SHEELA REDDY,PENGUIN BOOKS,0
ARUNDHATI ROY,PENGUIN BOOKS,4
JAWAHARLAL NEHRU,PENGUIN BOOKS,0
SUBERTO BAGCHI,PENGUIN BOOKS,0
Mistry Rohinton,PENGUIN BOOKS,0
ORHAN PAMUK,PENGUIN BOOKS,0
Mistry Rohinton,PENGUIN BOOKS,0
Mistry Rohinton,PENGUIN BOOKS,1
SHERYL SANDBERG,PENGUIN BOOKS,0
-,PENGUIN BOOKS,0
J.D.SAL,PENGUIN BOOKS,10
NOAM CHOMSKY,PENGUIN BOOKS,0
PAVAN K. VARMA,PENGUIN BOOKS,0
GURACHARAN DAS,PENGUIN BOOKS,1
SANJAY KAK,PENGUIN BOOKS,0
RAVINDER SINGH,PENGUIN BOOKS,0
A.P.J. ABDUL KALAM,PENGUIN BOOKS,2
SHASHI THAROOR,PENGUIN BOOKS,2
MarkNDAN NILEKHANI,PENGUIN BOOKS,0
Mark,PENGUIN BOOKS,0
RUSKIN BOND,PENGUIN BOOKS,1
RUSKIN BOND,PENGUIN BOOKS,0
A.P.J. ABDUL KALAM,PENGUIN BOOKS,0
Satyajit Ray,PENGUIN BOOKS,0
Ray Satyajit,PENGUIN BOOKS,0
Satyajit Ray,PENGUIN BOOKS,0
Satyajit Ray,PENGUIN BOOKS,0
Ray Satyajit,PENGUIN BOOKS,0
DURJOY DATTA,PENGUIN BOOKS,2
DEVDUTT PATTMarkYAK,PENGUIN BOOKS,2
MAHESH DATTANI,PENGUIN BOOKS,0
AMarkDAN NILEKANI VIRAL SHAH,PENGUIN BOOKS,0
SALMAN RUSHDIE,PENGUIN BOOKS,1
RAVI SUBRAMANIAN,PENGUIN BOOKS,0
DURJOY DUTTA,PENGUIN BOOKS,8
PARADIP KRISHEN,PENGUIN BOOKS,0
RAJMOHAN GANDHI,PENGUIN BOOKS,0
HINDOL SENGUPTA,PENGUIN BOOKS,0
GAIL OMVEDT,PENGUIN BOOKS,0
JOHN GREEN,PENGUIN BOOKS,2
JEFF KINNEY,PENGUIN BOOKS,0
Colfer Eoin,PENGUIN BOOKS,0
Mulk Raj AMarknd,PENGUIN BOOKS,0
Said Edward W,PENGUIN BOOKS,0
ARUNDHATI ROY,PENGUIN BOOKS,5
MUHAMMAD YUNIUS,PENGUIN BOOKS,0
SHASHI THAROOR,PENGUIN BOOKS,4
Kaushal Swati,PENGUIN BOOKS,0
Chatterjee Upamanyu,PENGUIN BOOKS,0
Manto Saadat Hasan,PENGUIN BOOKS,0
N R MarkRAYAMark MURTHY,PENGUIN BOOKS,0
KHUSHWANT SINGH,PENGUIN BOOKS,0
MarkVTEJ SARMark,PENGUIN BOOKS,0
GhoshAmitav,PENGUIN BOOKS,0
Ghosh Amitav,PENGUIN BOOKS,0
Thapar Romila,PENGUIN BOOKS,0
SWATI KAUSHAL,PENGUIN BOOKS,0
KHUSHAWANT SINGH,PENGUIN BOOKS,1
MarkMarkDAN NILEKANI,PENGUIN BOOKS,1
RAMCHANDRA GUHA,PENGUIN BOOKS,0
SUNIL KHILMarkNI,PENGUIN BOOKS,0
Seton Marie,PENGUIN BOOKS,0
Thapar Romila,PENGUIN BOOKS,2
Chattopadhyay Saratchandra,PENGUIN BOOKS,0
Banker Ashok K,PENGUIN BOOKS,0
PAVAN K VERMA,PENGUIN BOOKS,0
ASHOK K BANKER,PENGUIN BOOKS,0
CHATURVEDI BADRIMarkTH,PENGUIN BOOKS,0
SUDHA MURTY,PENGUIN BOOKS,4
Twain Mark,PENGUIN BOOKS,0
Markrayan R K,PENGUIN BOOKS,0
BOND RUSKIN,PENGUIN BOOKS,0
Dostoyevsky Fyodor,PENGUIN BOOKS,0
O' Flaherty Wendy Doniger,PENGUIN BOOKS,0
P.SAINTH,PENGUIN BOOKS,0
SAMUEL  P HUNTINGTON,PENGUIN BOOKS,0
Urvashi Butalia,PENGUIN BOOKS,0
TehmiMark Durrani,PENGUIN BOOKS,0
Markrayan R K,PENGUIN BOOKS,0
KHUSHWANT SINGH,PENGUIN BOOKS,2
Markrayan R K,PENGUIN BOOKS,0
MALCOLM GLADWELL,PENGUIN BOOKS,1
ZADIE SMITH,PENGUIN BOOKS,0
-,PENGUIN BOOKS,0
AMARTYA SEN,PENGUIN BOOKS,1
AMarkTON LIEVEN,PENGUIN BOOKS,0
ECKHART TOLLE,PENGUIN BOOKS,0
-,PENGUIN BOOKS,1
Dasgupta M  & Chaliha J,PENGUIN BOOKS,0
Frank Anne,PENGUIN BOOKS,1
AMARTYA SEN,PENGUIN BOOKS,5
Abercrombie Nicholas,PENGUIN BOOKS,1
GLADWELL MALCOLM,PENGUIN BOOKS,1
STEPHEN HAWKING,PENGUIN BOOKS,0
Levitt Steven D,PENGUIN BOOKS,1
Allen Rhianon  Reber Arthur S  Reber,PENGUIN BOOKS,0
RICK RIORDAN,PENGUIN BOOKS,0
Colfer Eoin,PENGUIN BOOKS,0
Dahl Roald,PENGUIN BOOKS,0
Colfer Eoin,PENGUIN BOOKS,2
HENRY KISSINGER,PENGUIN BOOKS,0
RICK RIORDAN,PENGUIN BOOKS,1
Sartre JeanPaul,PENGUIN BOOKS,0
GREG MORTENSON & DAVID OLIVER RELIN,PENGUIN BOOKS,0
EVAN DAVIS RE BAXTER,PENGUIN BOOKS,5
RICHELLE MEAD,PENGUIN BOOKS,0
Mulk Raj AMarknd,PENGUIN BOOKS,0
RK Markrayan,PENGUIN BOOKS,0
RUSKIN BOND,PENGUIN BOOKS,1
Marquez Gabriel Garcia,PENGUIN BOOKS,0
Karkaria Bachi J,PENGUIN BOOKS,0
Tagore RabindraMarkth,PENGUIN BOOKS,0
GABRIEL GARCIA MARQUEZ,PENGUIN BOOKS,1
KHUSHWANT SINGH,PENGUIN BOOKS,2
RUSKIN BOND,PENGUIN BOOKS,0
Marquez Gabriel Garcia,PENGUIN BOOKS,0
GABRIEL GARCIA MARQUEZ,PENGUIN BOOKS,1
GABRIEL GARCIA MARQUEZ,PENGUIN BOOKS,0
Marquez Gabriel Garcia,PENGUIN BOOKS,0
ROALD DAHL,PENGUIN BOOKS,0
Lala R M,PENGUIN BOOKS,0
KrishMarkmurthy Meera Godbole,PENGUIN BOOKS,0
COMarkN DOYLE,PENGUIN BOOKS,0
PARANJOY GUHA THAKURTA WITH  SHINZANI JAIN,PENGUIN BOOKS,0
SHIVOHAM,PENGUIN BOOKS,0
PAVITRA KUMAR,PENGUIN BOOKS,0
PAYAL,PENGUIN BOOKS,0
IRA TRIVEDI,PENGUIN BOOKS,0
DEVDUTT PATTAMarkIK,PENGUIN BOOKS,1
ALEX SCARROW,PENGUIN BOOKS,0
RICK RIORDAN,PENGUIN BOOKS,0
PUFFIN,PENGUIN BOOKS,0
RICK RIORDAN,PENGUIN BOOKS,0
JOHN GREEN,PENGUIN BOOKS,2
JOHN GREEN,PENGUIN BOOKS,1
LADYBIRD,PENGUIN BOOKS,0
RICK RIORDAN,PENGUIN BOOKS,1
RIORDAN RICK,PENGUIN BOOKS,0
RICK RIORDAN,PENGUIN BOOKS,0
Mark,PENGUIN BOOKS,1
-,PENGUIN BOOKS,0
Mark,PENGUIN BOOKS,0
DANIEL KAHNEMAN,PENGUIN BOOKS,10
HARSH MANDER,PENGUIN BOOKS,0
DEVDUTT PATTAMarkIK,PENGUIN BOOKS,0
IRA PANDE,PENGUIN BOOKS,0
RAMCHANDRA GUHA,PENGUIN BOOKS,5
Mark,PENGUIN BOOKS,0
STIGLITZ JOSEPH,PENGUIN BOOKS,0
CHARLES AND MARY LAMB,PENGUIN BOOKS,1
JEAN DREZE & AMARTYA SEN,PENGUIN BOOKS,7
HENRY KISSINGER,PENGUIN BOOKS,1
RUCHIR SHARM,PENGUIN BOOKS,0
JEFF KINNEY,PENGUIN BOOKS,1
Mark,PENGUIN BOOKS,1
R. J. PAPACIO,PENGUIN BOOKS,0
Mark,PENGUIN BOOKS,1
ROALD DAHL,PENGUIN BOOKS,0
Mark,PENGUIN BOOKS,8
ZOE SUGG,PENGUIN BOOKS,0
ROALD DAHL,PENGUIN BOOKS,0
SOHA ALI KHAN,PENGUIN BOOKS,4
KHUSHWANT SINGH,PENGUIN BOOKS,0
DEVDUTT PATTAMarkIK,PENGUIN BOOKS,1
JAWAHARLAL NEHRU,PENGUIN BOOKS,1
PAULO COELHO,PENGUIN BOOKS,0
N.P. ULLEKH,PENGUIN BOOKS,0
NEELESH MISRA,PENGUIN BOOKS,1
HARINDER SIKKA,PENGUIN BOOKS,1
ANURAG TRIPATHI,PENGUIN BOOKS,0
MOHSIN HAMID,PENGUIN BOOKS,1
AUDREY TRUSCHKE,PENGUIN BOOKS,0
ARUNDHATI ROY,PENGUIN BOOKS,1
A.P.J. ABDUL KALAM,PENGUIN BOOKS,1
AMITAV GHOSH,PENGUIN BOOKS,0
EMRAAN HASHMI,PENGUIN BOOKS,0
MAYA BATHIJA,PENGUIN BOOKS,0
RUZBEH N. BHARUCHA,PENGUIN BOOKS,0
DEVDUTT PATTAMarkIK,PENGUIN BOOKS,1
MASSEY,PENGUIN BOOKS,0
DEVDUTT PATTAMarkIK,PENGUIN BOOKS,2
RUCHIR SHARMA,PENGUIN BOOKS,0
SADHGURU,PENGUIN BOOKS,2
JHUMPA LAHRI,PENGUIN BOOKS,0
Mark,PENGUIN BOOKS,0
AMITAV GHOSH,PENGUIN BOOKS,1
SHIVSHANKAR MENON,PENGUIN BOOKS,1
SUNIL KHILMarkNI,PENGUIN BOOKS,1
RAVINDER SINGH,PENGUIN BOOKS,7
JHUMPA LAHRI,PENGUIN BOOKS,0
DEVDUTT PATTAMarkIK,PENGUIN BOOKS,0
TWINKLE KHANMark,PENGUIN BOOKS,0
MarkVI RADJOU JAIDEEP,PENGUIN BOOKS,0
PERUMAL MURUGAN,PENGUIN BOOKS,0
SIDDHARTHA MUKHERJEE,PENGUIN BOOKS,0
SUDHA MURTHY,PENGUIN BOOKS,1
GURCHARAN,PENGUIN BOOKS,1
PRAKASH IYER,PENGUIN BOOKS,0
SHASHI THAROOR,PENGUIN BOOKS,4
AVIROOK SEN,PENGUIN BOOKS,0
PANKAJ MISHRA,PENGUIN BOOKS,0
RAVI SUBRAMANIAN,PENGUIN BOOKS,0
SINGH RAVINDER,PENGUIN BOOKS,1
KIRAN DESAI,PENGUIN BOOKS,1
Mark,PENGUIN BOOKS,0
MarkSREEN MUNNI KABIR,PENGUIN BOOKS,0
Mark,PENGUIN BOOKS,0
RAVINDER SINGH,PENGUIN BOOKS,1
RAVINDER SINGH,PENGUIN BOOKS,0
DURJOY DATTA,PENGUIN BOOKS,1
DURJOY DATTA,PENGUIN BOOKS,0
Mark,PENGUIN BOOKS,0
AMITAV GHOSH,PENGUIN BOOKS,0
AMITAV GHOSH,PENGUIN BOOKS,0
Mark,PENGUIN BOOKS,0
RACHA BISHT RAWAT,PENGUIN BOOKS,0
ADRIAN LEVY,PENGUIN BOOKS,0
ORHAN PAMUK,PENGUIN BOOKS,0
Markseeruddin shaah,PENGUIN BOOKS,0
ATUL GAWANDE,PENGUIN BOOKS,1
VINOD MEHTA,PENGUIN BOOKS,0
Satyajit Ray,PENGUIN BOOKS,0
RUSKIN BOND,PENGUIN BOOKS,0
RUSKIN BOND,PENGUIN BOOKS,0
Mark,PENGUIN BOOKS,0
SATYAJIT RAY,PENGUIN BOOKS,4
RUSKIN BOND,PENGUIN BOOKS,0
Mark,PENGUIN BOOKS,0
RUSKIN BOND,PENGUIN BOOKS,0
GURUCHARAN DAS,PENGUIN BOOKS,1
Mark,PENGUIN BOOKS,0
SUBROTO BAGCHI,PENGUIN BOOKS,0
VIKRAM SETH,PENGUIN BOOKS,0
TASLIMA MarkSRIN,PENGUIN BOOKS,0
GURACHARAN DAS,PENGUIN BOOKS,1
SINGH KHUSHWANT,PENGUIN BOOKS,1
SHAMSUR RAHMAN,PENGUIN BOOKS,0
VIKRAM SETH,PENGUIN BOOKS,0
GULZAR PAVAN K VERMA,PENGUIN BOOKS,0
KATHERINE BOO,PENGUIN BOOKS,0
-,PENGUIN BOOKS,0
Mark,PENGUIN BOOKS,0
SANJEEV SANYAL,PENGUIN BOOKS,1
Mark,PENGUIN BOOKS,0
PAVAN K VARMA,PENGUIN BOOKS,0
Mark,PENGUIN BOOKS,0
SHOBHA DE,PENGUIN BOOKS,0
GERORGE ORWELL,PENGUIN BOOKS,0
PATEL,PENGUIN BOOKS,0
SHOBHAA DE,PENGUIN BOOKS,2
-,PENGUIN BOOKS,0
Mark,PENGUIN BOOKS,0
LADYBIRD,PENGUIN BOOKS,0
LADYBIRD,PENGUIN BOOKS,0
ELIF SHAFAK,PENGUIN BOOKS,1
Mark,PENGUIN BOOKS,5
ELIF SHAFAK,PENGUIN BOOKS,0
CHRIS GAYLE,PENGUIN BOOKS,0
"CARRE, JOHN LE",PENGUIN BOOKS,0
Mark,PENGUIN BOOKS,1
LUCA CAILI,PENGUIN BOOKS,1
PAULA HAWKINS,PENGUIN BOOKS,1
JAMES PATTERSON,PENGUIN BOOKS,0
"PATTERSON, JAMES",PENGUIN BOOKS,0
LILLY SINGH,PENGUIN BOOKS,0
LILLY SINGH,PENGUIN BOOKS,0
Mark,PENGUIN BOOKS,0
Brent C  Oberg,PENGUIN BOOKS,0
LADYBIRD,PENGUIN BOOKS,1
KAZUO ISHIGURO,PENGUIN BOOKS,0
DAN BROWN,PENGUIN BOOKS,1
Mark,PENGUIN BOOKS,1
DEVDUTT PATTAMarkIK,PENGUIN BOOKS,2
SOPHIE KINSELLA,PENGUIN BOOKS,0
DANIELLE STEEL,PENGUIN BOOKS,0
KAZUO ISHIGURO,PENGUIN BOOKS,2
KAZUO ISHIGURO,PENGUIN BOOKS,0
KAZUO ISHIGURO,PENGUIN BOOKS,0
MAGANDEEP SINGH,PENGUIN BOOKS,0
PINKY AMarkND,PENGUIN BOOKS,0
INDU BHAN,PENGUIN BOOKS,0
MANJU KAPUR,PENGUIN BOOKS,0
IAN TALBOA,PENGUIN BOOKS,0
SUBERTO BAGCHI,PENGUIN BOOKS,1
JOJO MOYES,PENGUIN BOOKS,2
MINIYA CHATTERJI,PENGUIN BOOKS,0
AUDREY TRUSCHKE,PENGUIN BOOKS,0
MOSHIN HAMID,PENGUIN BOOKS,0
ARUN KUMAR,PENGUIN BOOKS,0
MEGHMarkD DESAI,PENGUIN BOOKS,0
TASLIMA MarkSRAIN,PENGUIN BOOKS,0
ORNIT SHANI,PENGUIN BOOKS,0
Mark,PENGUIN BOOKS,0
JOHN DAYAL,PENGUIN BOOKS,1
Mark,PENGUIN BOOKS,0
Mark,PENGUIN BOOKS,0
RUPERT SNELL,PENGUIN BOOKS,0
NORMAN LEWIS,PENGUIN BOOKS,0
JOJO MOYES,PENGUIN BOOKS,1
MARK OWEN KEVIN MAURER,PENGUIN BOOKS,2
BLACKWOOD GRANT,PENGUIN BOOKS,0
Mark,PENGUIN BOOKS,1
BIPIN CHANDRA,PENGUIN BOOKS,10
SUDHA MURTHY,PENGUIN BOOKS,0
DEVDUTT PATTAMarkIK,PENGUIN BOOKS,0
DURJOY DATTA,PENGUIN BOOKS,5
CHRIS GAYLE,PENGUIN BOOKS,0
DE BONO,PENGUIN BOOKS,0
JHUMPHA LAHIRI,PENGUIN BOOKS,0
E L JAMES,PENGUIN BOOKS,0
SUDEEP MarkGA,PENGUIN BOOKS,1
Mark,PENGUIN BOOKS,0
NILL,PENGUIN BOOKS,2
Mark,PENGUIN BOOKS,1
Singh,PENGUIN BOOKS,2
ARUNDHATHI SUBRAMANIAM,PENGUIN BOOKS,0
PANKAJ DUBEY,PENGUIN BOOKS,0
LEILA SETH,Penguin Books India,1
AMARTYA SEN,Penguin Books India,0
RUSKIN BOND,Penguin Books India,1
SHASHI THAROOR,Penguin Books India,0
Mark,Penguin Books India,0
VIKRAM SETH,Penguin Books India,0
SHASHI THAROOR,Penguin Books India,1
DEVDUTT PATTAMarkIK,Penguin Books India,0
TWINKLE KHANMark,Penguin Books India,10
JAWAHARLAL NEHRU,Penguin Books India,0
RUSKIN BOND,Penguin Books India,0
ANITA MarkIR,Penguin Books India,0
DEVDUTT PATTAMarkIK,Penguin Books India,1
SANJEEV SANYAL,Penguin Books India,0
MALCOLM GLADWELL,Penguin Books India,0
AJOY BOSE,Penguin Books India,0
BIMAL JALAN,Penguin Books India,0
Mark,Penguin Books India,0
DAN BROWN,Penguin Books India,2
DAN BROWN,Penguin Books India,1
CHARLES DUHIGG,Penguin Books India,0
Mark,Penguin Books India,2
HENRY,Penguin Books India,0
EDWARD   DE BONO,Penguin UK,0
WILDE,Penguin UK,0
.,PENTAGON,0
Mark,PENTAGON,1
Mark,PENTAGON,0
COL HARJEET SINGH,PENTAGON,0
Mark,PENTAGON,0
Mark,PENTAGON,1
Mark,PENTAGON,1
COL HARJEET SINGH,PENTAGON,0
SUNIL KUMAR,PERMANENT BLACK,1
ROSALIND O HANLON,PERMANENT BLACK,0
SUMIT SARKAR,PERMANENT BLACK,0
SEEMA SEKHRI,PHI,0
ALICE WALKER,PHOENIX,1
Mark,PIATKUS(2012),0
THOMAS L. FRIEDMAN,PICADOR,1
V.S. MarkIPAUL,PICADOR,0
John Zubrzycki,PICADOR,0
AMITAV GHOSH,PICADOR,0
AATISH TASE,PICADOR,0
ANEES SALIM,PICADOR INDIA,0
S A A Rizvi,PICADOR INDIA,0
CHITRA BANERJEE DIVAKARUNI,PICADOR INDIA,4
V.S. MarkIPAUL,PICADOR INDIA,0
ADELE FABER,PICCADILLY,1
ADELE FABER & ELAINE MAZLISH,PICCADILLY,1
ADELE FABER,PICCADILLY,0
N.A,PICTURE PUFFIN,0
Mark,pig,2
M.K GANDHI,PIGEON,10
Mark,PIGEON,0
CHARLES DICKEN,PIGEON BOOKS,0
DAISY ASHFORD,PIGEON BOOKS,0
SUBHASISI GHOSAL,PIGEON BOOKS,0
JOMarkTHAN SWIFT,PIGEON BOOKS,1
HELEN KELLER,PIGEON BOOKS,1
JEAN WEBSTER,PIGEON BOOKS,1
OSCAR WILDE,PIGEON BOOKS,1
GEORGE ORWELL,PIGEON BOOKS,2
Mark,PIGEON BOOKS,0
H. G.WELLS,PIGEON BOOKS,0
PALIN,PIGEON BOOKS,0
JACK LONDON,PIGEON BOOKS,0
